Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
ALIANÇA PELO BRASIL(OFICIAL),,584212892325072,none,,,,91524,N/A,2020-12-15 14:47:46 BRT,2020-12-15,14:47:46,Photo,92,18,12,38,0,5,16,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/584212892325072/permalink/947024852710539,,https://www.facebook.com/photo.php?fbid=386692179256399&set=p.386692179256399&type=3,,A vacina está tão boa que pode tomar por cima da roupa. Contratam atores pra enganal o povo.,Michele,,,,,92,1.02
Aliados Com Bolsonaro,,902370383274903,none,,,,82240,N/A,2020-12-16 15:23:25 BRT,2020-12-16,15:23:25,Photo,92,18,22,30,0,4,17,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/902370383274903/permalink/1891727097672555,,https://www.facebook.com/photo.php?fbid=1033310457151412&set=p.1033310457151412&type=3,,,O Prenúncio Do,A vacina💉💉 está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo.,,,,92,1.88
Ricardo Salles Ministro do Meio Ambiente [Eu Apoio],,351015925914701,none,,,,22187,N/A,2020-12-16 07:59:25 BRT,2020-12-16,07:59:25,Photo,69,18,10,28,0,0,6,1,6,0,,-,0,0,0,N/A,https://www.facebook.com/groups/351015925914701/permalink/439773443705615,,https://www.facebook.com/photo.php?fbid=10221498991017329&set=p.10221498991017329&type=3,,Nuaya Mayan Renato Barros Questione-se (Grupo) Participar 12h A vacina está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo.,Paulo,"Tá difícil, cada vez mais difícil...",,,,69,2.46
PENSAR RIBEIRÃO PIRES #OFICIAL,,1548573918518691,none,,,,18303,N/A,2020-12-15 17:23:46 BRT,2020-12-15,17:23:46,Photo,48,7,16,11,0,1,12,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1548573918518691/permalink/4749781171731267,,https://www.facebook.com/photo.php?fbid=1033310457151412&set=p.1033310457151412&type=3,,,O Prenúncio Do,A vacina💉💉 está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo.,,,,48,1.04
NAÇÃO BOLSONARIANA 2022,,1224957990848536,none,,,,189295,N/A,2020-12-16 12:29:52 BRT,2020-12-16,12:29:52,Photo,41,9,8,12,0,1,7,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1224957990848536/permalink/5642302425780715,,https://www.facebook.com/photo.php?fbid=1033310457151412&set=p.1033310457151412&type=3,,,O Prenúncio Do,A vacina💉💉 está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo.,,,,41,-1.15
irmãos em YAHUSHUA,,270425666649740,none,,,,6564,N/A,2020-12-15 20:49:52 BRT,2020-12-15,20:49:52,Photo,31,15,1,10,0,1,3,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/270425666649740/permalink/1337756536583309,,https://www.facebook.com/photo.php?fbid=2717458951842005&set=p.2717458951842005&type=3,,19:23 facebook Vera Lucia Coelho 5h A vacina está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo. 19 Haha 5comentários Comentar Enviar Escreva um comentário... Ⅲ,Pontes,Esse aí também deve fazer parte da elite fugindo toma a vacina que vai matar os gados adormecidos alguém avisa pra eles que vão tira a foto kkkk aposto com qualquer pessoa que usa👉🧠 que ainda tem burros que vão fala que fake News.,,,,31,-1.19
Pegadinhas Engraçadas - Vídeos Engraçados,,1765074760477875,none,,,,40797,N/A,2020-12-16 12:29:09 BRT,2020-12-16,12:29:09,Photo,24,6,4,9,0,0,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1765074760477875/permalink/2803721453279862,,https://www.facebook.com/photo.php?fbid=1033310457151412&set=p.1033310457151412&type=3,,,O Prenúncio Do,A vacina💉💉 está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo.,,,,24,-1.04
Encarando o Sobrenatural ®,,505655616294743,learning,,,,8960,N/A,2020-12-16 13:55:10 BRT,2020-12-16,13:55:10,Photo,24,10,1,4,0,3,6,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/505655616294743/permalink/1498206590372969,,,,,,,,,,24,1.26
Conservadores de Direita Tradicionais,,151773328863811,none,,,,25195,N/A,2020-12-16 09:58:31 BRT,2020-12-16,09:58:31,Photo,21,2,0,11,0,2,5,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/151773328863811/permalink/718178532223285,E MAUS ATORES! PODEM ESQUECER DO OSCAR!!!,https://www.facebook.com/photo.php?fbid=10221498991017329&set=p.10221498991017329&type=3,,Nuaya Mayan Renato Barros Questione-se (Grupo) Participar 12h A vacina está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo.,Paulo,"Tá difícil, cada vez mais difícil...",,,,21,-1.52
Vagas de Emprego Divinópolis,,201924409952733,none,,,,30135,N/A,2020-12-16 12:34:25 BRT,2020-12-16,12:34:25,Photo,18,1,3,5,0,1,6,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/201924409952733/permalink/2615570721921411,,https://www.facebook.com/photo.php?fbid=2717458951842005&set=p.2717458951842005&type=3,,19:23 facebook Vera Lucia Coelho 5h A vacina está tão boa que pode tomar por cima da roupa. Contratam atores pra enganar o povo. 19 Haha 5comentários Comentar Enviar Escreva um comentário... Ⅲ,Pontes,Esse aí também deve fazer parte da elite fugindo toma a vacina que vai matar os gados adormecidos alguém avisa pra eles que vão tira a foto kkkk aposto com qualquer pessoa que usa👉🧠 que ainda tem burros que vão fala que fake News.,,,,18,0.95
