Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Amor à Pátria - (RBA),,451221162141676,none,,,,106339,N/A,2020-12-20 13:06:14 BRT,2020-12-20,13:06:14,Photo,230,89,35,100,0,1,2,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/451221162141676/permalink/767804103816712,,https://www.facebook.com/BrasilConstituinte/photos/a.2529613017098001/3734854423240515/?type=3,,"Ministério da Saúde quer vacinação obrigatória para venezuelanos o Ministério da Saúde está elabora... agenciabrasil.ebc.com.br TOMA CHUPA ESSA STF País sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos a se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima ocorreu aquela gritaria de Psol e companhia e o Stf impediu alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou sem vergonha na cara?? https://agenciabrasil.ebc.com.br /saude/noticia/2018-08/ministerio da-saude-quer-vacinacao-obrigatoria",Brasil - Constituinte.,,,,,230,1.27
🇧🇷 FORTES NA DIREITA 🇧🇷,,206464887312827,none,,,,56069,N/A,2020-12-20 10:36:58 BRT,2020-12-20,10:36:58,Photo,172,81,9,80,0,1,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/206464887312827/permalink/399378538021460,,https://www.facebook.com/photo.php?fbid=5521007567924716&set=p.5521007567924716&type=3,,,Leo,"País sem memória!

Há dois anos, quando o Ministério da Saúde tentou obrigar os imigrantes Venezuelanos a se vacinarem contra SARAMPO pra entrarem no Brasil, pela fronteira de Roraima, houve aquela gritaria e o STF impediu alegando que é inconstitucional obrigar alguém a tomar vacina. 

Povo sem memória ou sem vergonha na cara?",,,,172,2.73
Pensadores de direita,,2747936808587068,none,,,,20273,N/A,2020-12-20 10:37:13 BRT,2020-12-20,10:37:13,Photo,136,47,20,62,0,1,0,0,6,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2747936808587068/permalink/3490247781022630,,https://www.facebook.com/photo.php?fbid=5521007567924716&set=p.5521007567924716&type=3,,,Leo,"País sem memória!

Há dois anos, quando o Ministério da Saúde tentou obrigar os imigrantes Venezuelanos a se vacinarem contra SARAMPO pra entrarem no Brasil, pela fronteira de Roraima, houve aquela gritaria e o STF impediu alegando que é inconstitucional obrigar alguém a tomar vacina. 

Povo sem memória ou sem vergonha na cara?",,,,136,5.04
Presidente Bolsonaro,,501570467387708,none,,,,107125,N/A,2020-12-18 13:27:52 BRT,2020-12-18,13:27:52,Photo,125,57,20,42,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/501570467387708/permalink/701883880689698,"COM PRESIDENTE BOLSONARO NO PODER!!! VAMOS PARA PORTA DOS QUARTÉIS EXIGIR O ART. 142, JÁ!!!",https://www.facebook.com/photo.php?fbid=786703432260295&set=p.786703432260295&type=3,,"@canalonoff País sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos a se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima, ocorreu aquela gritaria de Psol e companhia, e Stf impediu alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou sem vergonha na cara?? Fonte: c",Canalonoff,"Memória curta ou safadeza?
Caiu na Net já eras, o sistema não esquece, e nós também não.",,,,125,-16.98
Bolsonaro 2022 🇧🇷,,147276449315225,none,,,,644998,N/A,2020-12-18 12:22:07 BRT,2020-12-18,12:22:07,Photo,80,35,2,42,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/147276449315225/permalink/1224882824887910,,https://www.facebook.com/photo.php?fbid=3600555043362265&set=p.3600555043362265&type=3,,"vazadiumavezoficial TOMA!! CHUPA ESSA STF. País sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima ocorreu aquela gritaria de Psol companhia, Stf impediu alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou sem vergonha na cara?? Fonte: amp&ifocid=-wAROZUTwKThcVudSVawzn. K9EUSiRru_daB_35kvurXIMIVCMMgr-wSY Vaza",Márcio,"À SUPREMA CORTE DA VERGONHA, TEM MEMORIA CURTA!!!
OU MELHOR FALTA DE CARÁTER!!!",,,,80,-2.59
Resgata Brasil,,908731432512801,none,,,,1969,N/A,2020-12-24 00:03:33 BRT,2020-12-24,00:03:33,Photo,79,7,66,5,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908731432512801/permalink/3796831133702802,,https://www.facebook.com/direitajovembrasilia/photos/a.102411744706479/213790480235271/?type=3,,"Pais sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima ocorreu aquela gritaria de Psol e companhia, e Stf impediu alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou Fonte: navaniaobrgaoi-rv ampfocid=ilwAROZUTwKihcVUd5VaWza- K9EU9iRru_daB_35kvquXIMIVCMxMar-w5Y QUEM QUER TOMAR VAI EM FRENTE!",Direita jovem Brasilia,"LIBERDADE É PODER ESCOLHER SE ARRISCA SUA SAÚDE, SE SUBMETENDO A RECEBER UMA VACINA SEM COMPROVAÇÃO CIENTÍFICA, SEM CERTIFICAÇÃO E SEM REGISTRO NO SEU PAÍS.",,,,79,3.95
FÃS e AMIGOS do Gustavo Victorino,,476546179805042,none,,,,19749,N/A,2020-12-18 12:49:07 BRT,2020-12-18,12:49:07,Link,62,22,7,30,0,2,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/476546179805042/permalink/824418288351161,"País sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos a se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima , ocorreu aquela gritaria de Psol e companhia, e o Stf impediu alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou sem vergonha na cara?? https://agenciabrasil.ebc.com.br/saude/noticia/2018-08/ministerio-da-saude-quer-vacinacao-obrigatoria-para-venezuelanos?amp&fbclid=IwAR0ZUTwKIhcVUd5VaWzg-k9EU9IRru__daB_-35kvqufXIMIVCMxMqr-w5Y",https://agenciabrasil.ebc.com.br/geral/noticia/2018-03/ministro-pede-ajuda-oms-para-obrigar-venezuelanos-serem-vacinados,,,Ministro pede ajuda à OMS para obrigar venezuelanos a serem vacinados,"O governo brasileiro pediu hoje (21) ajuda ao presidente da Organização Mundial da Saúde, Tedros Adhanom, para alterar o acordo assinado entre membros da Organização Pan -Americana de Saúde (Opas), para conseguir obrigar venezuelanos a tomar vacinas ao entrar em território brasileiro. A infor...",,,,62,1.22
GUARATINGUETÁ - RECLAME AQUI!,,353859444756515,none,,,,17064,N/A,2020-12-18 17:18:56 BRT,2020-12-18,17:18:56,Link,55,30,13,9,0,2,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/353859444756515/permalink/1835539306588514,"País sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos a se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira de Roraima , ocorreu aquela gritaria de Psol e companhia, e o STF impediu, alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou sem vergonha na cara? Na verdade são verdadeiros abutres togados descarados e comprometidos com todos os Escárnios do globalismo , menos com o povo . Cínicos e hipócritas . #NaoVouTomarVacina ",https://agenciabrasil.ebc.com.br/saude/noticia/2018-08/ministerio-da-saude-quer-vacinacao-obrigatoria-para-venezuelanos,,,Ministério da Saúde quer vacinação obrigatória para venezuelanos,O Ministério da Saúde está elaborando uma nota técnica em que recomenda a obrigatoriedade da vacina contra o sarampo para os venezuelanos que ingressarem em território brasileiro. A medida faz parte da mobilização para impedir a proliferação da doença no país.,,,,55,1.22
UTI UBATUBA,,1949057875410895,none,,,,7465,N/A,2020-12-18 11:34:48 BRT,2020-12-18,11:34:48,Link,50,27,4,17,0,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1949057875410895/permalink/2784930975156910,"Por Yara Lu País sem memória. Há 2 anos, quando o Ministério da Saúde tentou obrigar os imigrantes venezuelanos a se vacinarem contra o sarampo, para entrarem no Brasil pela fronteira em Roraima, ocorreu aquela gritaria de PSol e companhia, e o STF impediu alegando que é Inconstitucional obrigar alguém a tomar vacina.... https://agenciabrasil.ebc.com.br/saude/noticia/2018-08/ministerio-da-saude-quer-vacinacao-obrigatoria-para-venezuelanos?amp&fbclid=IwAR0ZUTwKIhcVUd5VaWzg-k9EU9IRru__daB_-35kvqufXIMIVCMxMqr-w5Y",https://agenciabrasil.ebc.com.br/saude/noticia/2018-08/ministerio-da-saude-quer-vacinacao-obrigatoria-para-venezuelanos?amp,,,Ministério da Saúde quer vacinação obrigatória para venezuelanos,O Ministério da Saúde está elaborando uma nota técnica em que recomenda a obrigatoriedade da vacina contra o sarampo para os venezuelanos que ingressarem em território brasileiro. A medida faz parte da mobilização para impedir a proliferação da doença no país.,,,,50,1.25
#EuSouBolsonaro,,239783676709972,none,,,,1852,N/A,2020-12-18 13:09:10 BRT,2020-12-18,13:09:10,Link,41,13,2,18,0,0,1,1,6,0,,-,0,0,0,N/A,https://www.facebook.com/groups/239783676709972/permalink/691731804848488,"VAGABUNDOS OPORTUNISTAS : Por Yara Lu País sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos a se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima , ocorreu aquela gritaria de Psol e companhia, e o STF impediu alegando que é inconstitucional obrigar alguém a tomar vacina. https://agenciabrasil.ebc.com.br/saude/noticia/2018-08/ministerio-da-saude-quer-vacinacao-obrigatoria-para-venezuelanos?amp&fbclid=IwAR0ZUTwKIhcVUd5VaWzg-k9EU9IRru__daB_-35kvqufXIMIVCMxMqr-w5Y",https://agenciabrasil.ebc.com.br/saude/noticia/2018-08/ministerio-da-saude-quer-vacinacao-obrigatoria-para-venezuelanos?amp,,,Ministério da Saúde quer vacinação obrigatória para venezuelanos,O Ministério da Saúde está elaborando uma nota técnica em que recomenda a obrigatoriedade da vacina contra o sarampo para os venezuelanos que ingressarem em território brasileiro. A medida faz parte da mobilização para impedir a proliferação da doença no país.,,,,41,1.46
