Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
ALIANÇA PELO BRASIL(OFICIAL),,584212892325072,none,,,,90941,N/A,2020-07-28 12:32:06 BRT,2020-07-28,12:32:06,Photo,9,3,4,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/584212892325072/permalink/835432737203085,,https://www.facebook.com/photo.php?fbid=1680222065464115&set=p.1680222065464115&type=3,,,Airton,"VACINA CHINESA CAUSA REAÇÃO NO TESTE 
Enfermeiro voluntário posta como ele ficou após tomar a primeira dose da vacina chinesa.",,,,9,-10
A Volta do Regime Militar,,1000276170162799,none,,,,N/A,N/A,2020-07-27 13:01:47 BRT,2020-07-27,13:01:47,Photo,3,1,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1000276170162799/permalink/1415537521969993,SOCOOOOOOOOORRO F.F.A.A.,https://www.facebook.com/photo.php?fbid=1680222065464115&set=p.1680222065464115&type=3,,,Airton,"VACINA CHINESA CAUSA REAÇÃO NO TESTE 
Enfermeiro voluntário posta como ele ficou após tomar a primeira dose da vacina chinesa.",,,,3,-0.73
