Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
A Gazeta Petista -Somos Resistencia,,1410993892279167,none,,,,86624,N/A,2021-04-27 18:00:14 BRT,2021-04-27,18:00:14,Photo,8,4,1,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1410993892279167/permalink/4443607735684419,,https://www.facebook.com/photo.php?fbid=3063711990524008&set=p.3063711990524008&type=3,,"NOTICIA IMPORTANTE A OMS acaba de dar categoría de excelência a vacina Cubana contra o coronavirus ""Soberana 2"", inclusive sendo aprovada para uso pediátrico, o que nenhuma outra foi.",Vanderlei,,,,,8,-4
Gaúchos da resistência.,,208888799262642,learning,,,,35488,N/A,2021-04-27 17:59:31 BRT,2021-04-27,17:59:31,Photo,7,5,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/208888799262642/permalink/2019380434880127,,https://www.facebook.com/photo.php?fbid=3063711990524008&set=p.3063711990524008&type=3,,"NOTICIA IMPORTANTE A OMS acaba de dar categoría de excelência a vacina Cubana contra o coronavirus ""Soberana 2"", inclusive sendo aprovada para uso pediátrico, o que nenhuma outra foi.",Vanderlei,,,,,7,-5.14
Defensores de Paranaguá,,241794472844528,none,,,,15084,N/A,2021-04-29 18:29:49 BRT,2021-04-29,18:29:49,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/241794472844528/permalink/1388327121524585,#LulaPresidente,https://www.facebook.com/photo.php?fbid=3063711990524008&set=p.3063711990524008&type=3,,"NOTICIA IMPORTANTE A OMS acaba de dar categoría de excelência a vacina Cubana contra o coronavirus ""Soberana 2"", inclusive sendo aprovada para uso pediátrico, o que nenhuma outra foi.",Vanderlei,,,,,3,-13.33
Uruguaiana Muda 😱🙏🏼🙏🏼,,508548059645101,none,,,,16056,N/A,2021-04-27 22:46:20 BRT,2021-04-27,22:46:20,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/508548059645101/permalink/1133548407145060,SÓ CLOROQUINA E IVERMECTINA SALVA.,https://www.facebook.com/groups/agazetapetista/permalink/4443607735684419/,,"NOTICIA IMPORTANTE A OMS acaba de dar categoría de excelência a vacina Cubana contra o coronavirus ""Soberana 2"", inclusive sendo aprovada para uso pediátrico, o que nenhuma outra foi.",This is a re-share of a post,,,,,0,-42
