Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Aliança pelo Brasil,,251820432138395,none,,,,263295,N/A,2021-02-12 15:36:54 BRT,2021-02-12,15:36:54,Native Video,86,26,9,49,0,2,0,0,0,0,share,No,0,980,0,00:02:14,https://www.facebook.com/groups/251820432138395/permalink/877868826200216,,https://www.facebook.com/zinhaz/videos/5028700867203171/,,,Zhiva,"🌩

ANVISA alerta sobre os riscos das vacinas para peste chinêsa
Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão.",,,,86,-1.15
Família Bolsonaro,,2914317655312986,none,,,,N/A,N/A,2021-02-12 15:34:52 BRT,2021-02-12,15:34:52,Native Video,29,13,2,14,0,0,0,0,0,0,share,No,0,0,0,00:02:14,https://www.facebook.com/groups/2914317655312986/permalink/3683365968408147,,https://www.facebook.com/zinhaz/videos/5028700867203171/,,,Zhiva,"🌩

ANVISA alerta sobre os riscos das vacinas para peste chinêsa
Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão.",,,,29,-1.1
!!!! 🇧🇷 JUNTOS SOMOS MAIS FORTES 🇺🇸 !!!! by.josérenan,,268592794476343,none,,,,1989,N/A,2021-02-12 01:00:50 BRT,2021-02-12,01:00:50,Native Video,5,1,0,4,0,0,0,0,0,0,owned,-,0,0,0,00:00:00,https://www.facebook.com/groups/268592794476343/permalink/427211141947840,"ANVISA alerta sobre os riscos das vacinas para covid. Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão. PRECISA DESENHAR? DESPERTE!!",https://www.facebook.com/groups/268592794476343/permalink/427211141947840/,,,,,,,,5,-0.58
Vale do Nióbio Brasil,,508097099238489,none,,,,2604,N/A,2021-02-12 07:41:06 BRT,2021-02-12,07:41:06,Native Video,5,4,0,1,0,0,0,0,0,0,share,No,0,4347,0,00:02:14,https://www.facebook.com/groups/508097099238489/permalink/3646244792090355,,https://www.facebook.com/anna.monteiro.188/videos/1795048553991272/,,,Anna,"🌩

🚨🚨🚨🚨🚨

ANVISA alerta sobre os riscos das vacinas para covid.

Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão.",,,,5,-0.64
GRUPO OLAVO DE CARVALHO,,825954890834995,none,,,,127281,N/A,2021-02-12 00:59:10 BRT,2021-02-12,00:59:10,Native Video,3,1,0,2,0,0,0,0,0,0,owned,-,0,0,0,00:00:00,https://www.facebook.com/groups/825954890834995/permalink/3813275802102874,"ANVISA alerta sobre os riscos das vacinas para covid. Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão. PRECISA DESENHAR? DESPERTE!!",https://www.facebook.com/groups/825954890834995/permalink/3813275802102874/,,,,,,,,3,-12
Brasileiros Patriotas com Orgulho,,460607578681328,none,,,,383,N/A,2021-02-12 09:20:36 BRT,2021-02-12,09:20:36,Native Video,2,0,0,1,0,1,0,0,0,0,share,No,0,4347,0,00:02:14,https://www.facebook.com/groups/460607578681328/permalink/555009675907784,,https://www.facebook.com/anna.monteiro.188/videos/1795048553991272/,,,Anna,"🌩

🚨🚨🚨🚨🚨

ANVISA alerta sobre os riscos das vacinas para covid.

Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão.",,,,2,-0.88
FÃS DO BOLSONARO,,497192797846796,none,,,,958,N/A,2021-02-12 15:35:52 BRT,2021-02-12,15:35:52,Native Video,2,1,0,1,0,0,0,0,0,0,share,No,0,985,0,00:02:14,https://www.facebook.com/groups/497192797846796/permalink/794051014827638,,https://www.facebook.com/zinhaz/videos/5028700867203171/,,,Zhiva,"🌩

ANVISA alerta sobre os riscos das vacinas para peste chinêsa
Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão.",,,,2,-0.88
Weintraub para Governador [Oficial],,1195287314150373,none,,,,N/A,N/A,2021-02-12 12:26:25 BRT,2021-02-12,12:26:25,Native Video,1,1,0,0,0,0,0,0,0,0,share,No,0,250,0,00:02:14,https://www.facebook.com/groups/1195287314150373/permalink/1386999431645826,,https://www.facebook.com/eloa.eloalala/videos/1152516531876657/,,,Eloa,"🌩

ANVISA alerta sobre os riscos das vacinas para covid.

👆Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão. 🖕",,,,1,-31
Bolsonaro Melhor Presidente,,2686629891583270,none,,,,10587,N/A,2021-02-12 15:36:22 BRT,2021-02-12,15:36:22,Native Video,1,1,0,0,0,0,0,0,0,0,share,No,0,985,0,00:02:14,https://www.facebook.com/groups/2686629891583270/permalink/2927676614145262,,https://www.facebook.com/zinhaz/videos/5028700867203171/,,,Zhiva,"🌩

ANVISA alerta sobre os riscos das vacinas para peste chinêsa
Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão.",,,,1,-0.94
#FechadosComBolsonaro,,305030697001123,none,,,,5849,N/A,2021-02-12 00:59:57 BRT,2021-02-12,00:59:57,Native Video,1,0,0,1,0,0,0,0,0,0,owned,-,0,0,0,00:00:00,https://www.facebook.com/groups/305030697001123/permalink/885315942305926,"ANVISA alerta sobre os riscos das vacinas para covid. Diretor presidente da Anvisa, a autorização da vacina agora é considerado ""risco sanitário grave."" A China tá botando pressão. PRECISA DESENHAR? DESPERTE!!",https://www.facebook.com/groups/305030697001123/permalink/885315942305926/,,,,,,,,1,-0.94
