Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
PASTOR CLÁUDIO DUARTE,,1542879649295492,none,,,,44577,N/A,2020-05-06 21:38:38 BRT,2020-05-06,21:38:38,Photo,245,62,45,87,0,25,1,17,8,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1542879649295492/permalink/2571568913093222,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso. O Gates está finalizando a vacina INO-4800, não líquida, que irá salvar toda humanidade! Uma vacina em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa. Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos. Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população. Nunca foi pela saúde, sempre foi pelo controle. RECUSE A INO-4800. RECUSE O 5G. RECUSE A NOVA ORDEM MUNDIAL."" Por Naite Borges",https://www.facebook.com/2101326426837110/photos/a.2101817210121365/2326824407620643/?type=3,,,,,,,,245,3.45
fora da caverna,,917653218713511,none,,,,N/A,N/A,2020-05-28 20:10:11 BRT,2020-05-28,20:10:11,Photo,129,41,14,61,1,3,0,3,6,0,,-,0,0,0,N/A,https://www.facebook.com/groups/917653218713511/permalink/954654605013372,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso. O Gates está finalizando a vacina INO-4800, não líquida, que irá salvar toda humanidade! Uma vacina em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa. Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos. Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população. Nunca foi pela saúde, sempre foi pelo controle. RECUSE A INO-4800. RECUSE O 5G. RECUSE A NOVA ORDEM MUNDIAL.""",https://www.facebook.com/photo.php?fbid=763471604189501&set=gm.954654605013372&type=3,,,,,,,,129,6.79
DIREITA RACIONAL,,342134069896879,none,,,,31815,N/A,2020-05-06 22:37:41 BRT,2020-05-06,22:37:41,Photo,46,13,15,8,0,5,1,3,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/342134069896879/permalink/731587574284858,,https://www.facebook.com/resistenciacrist/photos/a.2024306731163922/2539126759681914/?type=3,,,Resistência Cristã,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso.

O Gates está finalizando a vacina INO-4800,  não líquida, que irá salvar toda humanidade! Uma vacina  em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa.

Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos.

Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável  por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população.

Nunca foi pela saúde, sempre foi pelo controle.

RECUSE A INO-4800.
RECUSE O 5G.
RECUSE A NOVA ORDEM MUNDIAL.""

Por Naite Borges",,,,46,1.12
irmãos em YAHUSHUA,,270425666649740,none,,,,5736,N/A,2020-05-08 01:02:13 BRT,2020-05-08,01:02:13,Photo,23,10,2,11,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/270425666649740/permalink/1153772418315056,,https://www.facebook.com/photo.php?fbid=1370561699820283&set=p.1370561699820283&type=3,,,Pedro Alvares,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso.

O Gates está finalizando a vacina INO-4800,  não líquida, que irá salvar toda humanidade! Uma vacina  em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa.

Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos.

Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável  por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população.

Nunca foi pela saúde, sempre foi pelo controle.

RECUSE A INO-4800.
RECUSE O 5G.
RECUSE A NOVA ORDEM MUNDIAL.""

Que o Eterno proteja todos nós 🙌❤",,,,23,-1.61
MUDA CRUZEIRO,,449096045203172,none,,,,5127,N/A,2020-05-08 07:11:11 BRT,2020-05-08,07:11:11,Photo,22,2,13,0,0,1,5,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/449096045203172/permalink/2803525609760192,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso. O Gates está finalizando a vacina INO-4800, não líquida, que irá salvar toda humanidade! Uma vacina em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa. Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos. Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população. Nunca foi pela saúde, sempre foi pelo controle. RECUSE A INO-4800. RECUSE O 5G. RECUSE A NOVA ORDEM MUNDIAL.""",https://www.facebook.com/photo.php?fbid=1010856119372129&set=gm.2803525609760192&type=3,,,,,,,,22,1.16
O PAI O FILHO E O ESPIRITO SANTO É UM SO ADONAY ( YAHUSHUA ),,1442851262656542,none,,,,13853,N/A,2020-05-29 11:18:49 BRT,2020-05-29,11:18:49,Photo,20,6,0,14,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1442851262656542/permalink/2494584327483225,NAOOOOO ACEITEMMM SER CHIPADO COM CHIP 666 QUANTICO DISFARÇADO DE CURA DE CORONA ÊLÉ TUDO PARTE DO PLANOS DOS ILUMINATIS MAÇONICOS A SERVIÇO DO diabo bafhomet gadu deles....SAIBA QUE SE VC ACEITAR ISTO VC SERA CONTROLADO ATRAVES DO COMPUTADOR E VC TERA O DNA DE SATANAS E NAO MAIS TERA O DNA PURO DO CRIADOR SAIBAS DISTO E SE VC ACEITAR NUNCA MAIS VC TERA SALVAÇAO DA TUA ALMA E VC SERA JOGADO NO JUIZO FINAL NO LAGO DE FOGO ETERNO ENTAO NAO ACEITEM PELO AMOR DE DEUS MESMO QUE VC MORRA DE FOME POR NAO PODER COMPRAR E VENDER E BEBER AGUA NAO ACEITE MELHOR MORRER SEM O CHIP 666 NAS MAO DIREITA OU NA FRONTE E SER SALVO FO QUR PERDELA E REJEITAR O CRIADOR FICA O ALERTA O CENARIO JA ESTA PRONTO E SUA MENTE É O TROFEU DELES PRA CONTROLE TOTAL . : att pastor luis miguel rodrigues,https://www.facebook.com/photo.php?fbid=763471604189501&set=gm.954654605013372&type=3,,,Saulo,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso.

O Gates está finalizando a vacina INO-4800,  não líquida, que irá salvar toda humanidade! Uma vacina  em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa.

Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos.

Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável  por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população.

Nunca foi pela saúde, sempre foi pelo controle.

RECUSE A INO-4800.
RECUSE O 5G.
RECUSE A NOVA ORDEM MUNDIAL.""",,,,20,-1.15
TERRA OCA INNER EARTH - 5ª DIENSÃO & HISTÓRIAS REVELADAS,,435095303343753,learning,,,,3508,N/A,2020-05-08 10:47:31 BRT,2020-05-08,10:47:31,Photo,17,8,4,0,0,1,0,0,4,0,,-,0,0,0,N/A,https://www.facebook.com/groups/435095303343753/permalink/1407600629426544,,,,,,,,,,17,-1.29
Resistência contra a N.O.M.,,551446052349174,none,,,,1540,N/A,2020-05-28 13:25:31 BRT,2020-05-28,13:25:31,Photo,16,8,1,4,0,0,0,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/551446052349174/permalink/1058746974952410,,https://www.facebook.com/photo.php?fbid=1343124489215964&set=p.1343124489215964&type=3,,,JúYáriss,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso.

O Gates está finalizando a vacina INO-4800,  não líquida, que irá salvar toda humanidade! Uma vacina  em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa.

Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos.

Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável  por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população.

Nunca foi pela saúde, sempre foi pelo controle.

RECUSE A INO-4800.
RECUSE O 5G.
RECUSE A NOVA ORDEM MUNDIAL.""",,,,16,-0.06
Grupo de Apoio ao Bolsonaro,,163354390508377,none,,,,1187,N/A,2020-05-09 20:12:44 BRT,2020-05-09,20:12:44,Photo,14,4,3,1,0,2,0,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/163354390508377/permalink/1558314421012360,"Será verdade 🙄🤔 “Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso. O Gates está finalizando a vacina INO-4800, não líquida, que irá salvar toda humanidade! Uma vacina em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa. Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos. Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população. Nunca foi pela saúde, sempre foi pelo controle. RECUSE A INO-4800. RECUSE O 5G. RECUSE A NOVA ORDEM MUNDIAL."" Post. Alberto Munch",https://www.facebook.com/photo.php?fbid=2777221185738981&set=gm.1558314421012360&type=3,,,,,,,,14,-0.12
ESTEIO 24hrs/ notícias,,1611088759154148,none,,,,7359,N/A,2020-05-07 08:20:06 BRT,2020-05-07,08:20:06,Photo,10,0,7,0,0,0,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1611088759154148/permalink/2435235303406152,,https://www.facebook.com/resistenciacrist/photos/a.2024306731163922/2539126759681914/?type=3,,,Resistência Cristã,"""Tenho que confessar, Bill Gates realmente é um gênio do mal! É fácil controlar quem gosta de ser submisso.

O Gates está finalizando a vacina INO-4800,  não líquida, que irá salvar toda humanidade! Uma vacina  em formato de selo que vai sobre a pele, pois segundo Gates é menos dolorida e mais eficiente! Cada selo (vacina) terá um código individual por pessoa.

Depois de serem todos contaminados, ops...digo, vacinados! Você só conseguirá acessar suas redes sociais, Google, contas da Microsoft entre outras, se você digitar ou escanear o código que está no selo (da vacina). Uma forma eficiente e engenhosa de controlar todos.

Ai é onde entra o 5G, a nova tecnologia e suas milhares de antenas espalhadas em todo o mundo, será responsável  por lhe monitorar 24 horas por dia, na China já funciona assim! Lá foi um pouquinho pior, pois o governo ditador confiscou todos os aparelhos telefônicos da população.

Nunca foi pela saúde, sempre foi pelo controle.

RECUSE A INO-4800.
RECUSE O 5G.
RECUSE A NOVA ORDEM MUNDIAL.""

Por Naite Borges",,,,10,-0.41
