Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
FORÇABRASIL,,561813371057548,none,,,,282164,N/A,2021-02-02 04:51:04 BRT,2021-02-02,04:51:04,Photo,63,14,16,26,0,2,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/groups/561813371057548/permalink/1077193749519505,,https://www.facebook.com/photo.php?fbid=4301251036556073&set=p.4301251036556073&type=3,,"ZEFA MULHÉÉÉ!!! 1 AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis ο modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Nilton,"Olhem aí e divulguem, compartilhem ao máximo..""É GÓPI"" a verdadeira Genocida do PT...tem que tomar uma surra no RN...
#mudarépreciso",,,,63,-1.3
Bolsonaro 2022 🇧🇷,,147276449315225,none,,,,644844,N/A,2021-02-01 08:27:53 BRT,2021-02-01,08:27:53,Photo,39,12,3,18,0,0,0,1,4,1,,-,0,0,0,N/A,https://www.facebook.com/groups/147276449315225/permalink/1258637074845818,,https://www.facebook.com/photo.php?fbid=1462207510634865&set=p.1462207510634865&type=3,,"ZEFA MULHÉÉÉ!!! 1 AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Jc,"Governadora petista 😏
Do Rio Grande do Norte",,,,39,-7.33
Bolsonaro 2022 🇧🇷,,147276449315225,none,,,,644811,N/A,2021-02-02 04:51:10 BRT,2021-02-02,04:51:10,Photo,37,7,5,18,0,0,0,2,5,0,,-,0,0,0,N/A,https://www.facebook.com/groups/147276449315225/permalink/1259301328112726,,https://www.facebook.com/photo.php?fbid=4301251036556073&set=p.4301251036556073&type=3,,"ZEFA MULHÉÉÉ!!! 1 AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis ο modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Nilton,"Olhem aí e divulguem, compartilhem ao máximo..""É GÓPI"" a verdadeira Genocida do PT...tem que tomar uma surra no RN...
#mudarépreciso",,,,37,-7.73
GRUPO OLAVO DE CARVALHO,,825954890834995,none,,,,127343,N/A,2021-02-01 09:02:25 BRT,2021-02-01,09:02:25,Photo,28,8,4,11,0,0,0,1,4,0,,-,0,0,0,N/A,https://www.facebook.com/groups/825954890834995/permalink/3786608108102977,,https://www.facebook.com/photo.php?fbid=1462207510634865&set=p.1462207510634865&type=3,,"ZEFA MULHÉÉÉ!!! 1 AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Jc,"Governadora petista 😏
Do Rio Grande do Norte",,,,28,-1.5
Aliança Pelo Brasil,,516235955594715,none,,,,4247,N/A,2021-02-03 21:40:55 BRT,2021-02-03,21:40:55,Photo,25,8,4,13,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/516235955594715/permalink/808574236360884,,https://www.facebook.com/photo.php?fbid=10214504003234318&set=p.10214504003234318&type=3,,"Governadora petista Do Rio Grande do Norte ZEFA MULHÉÉÉ!!! AND DE PANDEMIA E NEM UIMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Nildo,Será que a integrante da Orcrim PTralha Travestida de Governadora conseguiu esconder tudo no rabus presus?,,,,25,1.32
ALUÍSIO REBELO PELO FIM DOS PRIVILÉGIOS,,640038212994373,none,,,,2347,N/A,2021-02-01 09:01:59 BRT,2021-02-01,09:01:59,Photo,17,8,5,3,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/640038212994373/permalink/1399614493703404,,https://www.facebook.com/photo.php?fbid=1462207510634865&set=p.1462207510634865&type=3,,"ZEFA MULHÉÉÉ!!! 1 AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Jc,"Governadora petista 😏
Do Rio Grande do Norte",,,,17,0.89
FEIRA DO ROLO DE MACAÍBA,,1556380654659068,none,,,,2109,N/A,2021-03-28 15:40:43 BRT,2021-03-28,15:40:43,Photo,4,2,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1556380654659068/permalink/2610938812536575,,https://www.facebook.com/photo.php?fbid=3747537428627460&set=p.3747537428627460&type=3,,"GENOCIDA Governadora petista Do Rio Grande do Norte ZEFA MULHÉÉÉ!!! AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU.. 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI? Anderson Dybas e outras 4 pessoas 2 compartilhamentos",Romildo,"INCOMPETÊNCIA ......... no Cargo.  Rio Grande do Norte.  

       GENOCIDA OU É GÓPI?",,,,4,-0.75
Mirassol em Rede,,1388681721409001,none,,,,14986,N/A,2021-02-01 21:45:19 BRT,2021-02-01,21:45:19,Photo,4,2,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1388681721409001/permalink/2872838292993329,Mas vamos continuar falando de LEITE CONDENSADO.,https://www.facebook.com/photo.php?fbid=1462207510634865&set=p.1462207510634865&type=3,,"ZEFA MULHÉÉÉ!!! 1 AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Jc,"Governadora petista 😏
Do Rio Grande do Norte",,,,4,-0.69
Central de Notícias,,600171380631471,none,,,,11403,N/A,2021-02-01 09:02:54 BRT,2021-02-01,09:02:54,Photo,2,1,0,0,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/600171380631471/permalink/779923519322922,,https://www.facebook.com/photo.php?fbid=1462207510634865&set=p.1462207510634865&type=3,,"ZEFA MULHÉÉÉ!!! 1 AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU... 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI?",Jc,"Governadora petista 😏
Do Rio Grande do Norte",,,,2,-0.88
Eduardo Bolsonaro Para Governardor SP 2022,,3017757831636392,none,,,,1342,N/A,2021-03-29 18:57:03 BRT,2021-03-29,18:57:03,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3017757831636392/permalink/3835736513171849,,https://www.facebook.com/groups/1504062029924460/permalink/2725627544434563/,,"GENOCIDA Governadora petista Do Rio Grande do Norte ZEFA MULHÉÉÉ!!! AND DE PANDEMIA E NEM UMA GELADEIRA ESSA CRIATURA PROVIDENCIOU.. 4.000 DOSES ESTRAGADAS. @jeronimodosertao MPF VAI INVESTIGAR 0 GOVERNO FÁTIMA POR PERDA DE 4 MIL VACINAS CORONAVAC @jeroni 4 MIL vacinas perdidas, por falta de refrigeração? Eis o modo PT de governar, já pode gritar GENOCIDA ou é GÃPI? Anderson Dybas e outras 4 pessoas 2 compartilhamentos",This is a re-share of a post,,,,,0,-38
