Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
COVID tratamento precoce - Médicos pela vida Campo Grande,,818368782031212,none,,,,3664,N/A,2021-02-19 16:12:03 BRT,2021-02-19,16:12:03,Link,62,12,10,22,0,9,0,6,2,1,,-,0,0,0,N/A,https://www.facebook.com/groups/818368782031212/permalink/991148158086606,https://m.facebook.com/story.php?story_fbid=4212465382099971&id=100000096513410,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,62,2.7
Aliança pelo Brasil,,251820432138395,none,,,,263287,N/A,2021-02-19 16:12:23 BRT,2021-02-19,16:12:23,Link,8,2,0,3,0,3,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/251820432138395/permalink/881867625800336,https://m.facebook.com/story.php?story_fbid=4212465382099971&id=100000096513410,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,8,-12.88
SOMOS TODOS BOLSONARO( OFICIAL),,251673059308620,none,,,,29208,N/A,2021-02-19 22:04:47 BRT,2021-02-19,22:04:47,Link,5,1,0,2,1,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/251673059308620/permalink/452969165845674,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,5,-7.6
Oloares Ferreira Balanço Geral,,647377451956782,none,,,,51295,N/A,2021-02-19 22:04:41 BRT,2021-02-19,22:04:41,Link,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/647377451956782/permalink/4286598588034632,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,2,-16.5
NOTICIAS 🇧🇷  PATRIOTAS BRASILEIROS-Aliança Pelo Brasil     🇧🇷 🇧🇷 🇧🇷,,484479731750263,none,,,,5203,N/A,2021-02-21 11:59:07 BRT,2021-02-21,11:59:07,Link,1,0,0,0,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/484479731750263/permalink/1543514449180114,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,1,-23
REUNIÃO DA DIREITA RAIZ- BOLSONARISTAS VERDE - AMARELO,,226738832206641,none,,,,N/A,N/A,2021-02-19 22:04:53 BRT,2021-02-19,22:04:53,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/226738832206641/permalink/280387756841748,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,0,-58
TIAS do ZAP e TELE TIAS,,791382341651907,none,,,,497,N/A,2021-02-19 22:05:57 BRT,2021-02-19,22:05:57,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/791382341651907/permalink/876148129841994,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,0,-38
DIREITA JÁ,,940331893460464,none,,,,3578,N/A,2021-02-19 22:06:34 BRT,2021-02-19,22:06:34,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/940331893460464/permalink/1059762698184049,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,0,-42
GRUPO DOS VOLUNTÁRIOS PATRIOTAS,,2054898381295275,none,,,,2694,N/A,2021-02-19 22:06:07 BRT,2021-02-19,22:06:07,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2054898381295275/permalink/3828162547302174,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,0,-28
Pingos Nos Is,,635862526904801,none,,,,54360,N/A,2021-02-19 22:05:50 BRT,2021-02-19,22:05:50,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/635862526904801/permalink/1042553542902362,,https://www.contrafatos.com.br/vacinas-causam-600-novos-casos-de-doencas-oculares-e-deixam-5-pessoas-cegas-de-acordo-com-o-governo-do-reino-unido/,,,"Vacinas causam 600 novos casos de doenças oculares e deixam 5 pessoas cegas, de acordo com o governo do Reino Unido","Os relatos mais chocantes são distúrbios oculares. Após a vacinação, pelo menos 634 pessoas foram diagnosticadas com doenças oculares.",,,,0,-76
